Titulo,Numero_de_likes,Numero_de_visualizacoes,Descricao,Numero_de_comentarios,Data,Video_ID
МИА БОЙКА vs 50 ХЕЙТЕРОВ!**извинилась перед квадроберами?**,154867,3500982,"Скачай приложение VK Видео и смотри любимые видео: кино, сериалы, мультики, блоги, спорт https://vk.cc/cDA8kg?erid=2SDnjcWwrqZДо 14 ноября проходит главная распродажа 11.11 на Ozon. Исключительные скидки до 95% и суперогромный выбор желанного — от косметики до электроники. Главное — вовремя купить: https://ozon.ru/t/Vglrvj1Правила акции: https://ozon.ru/t/lYWJV9kС YOTA можно всё на Максимум! Пробуй за 399 рублей*: https://clck.ru/3DscEZМИА БОЙКА vs 50 ХЕЙТЕРОВ!**извинилась перед квадроберами**В этом видео я позвал 50 хейтеров Миа Бойки  , чтобы они задавали ему вопросы. Если Миа не сможет ответить на вопрос хейтера, то я плачу этому человеку деньги)MIA BOYKA - https://t.me/MIABOYKA3Мой ТЕЛЕГРАМ-КАНАЛ - https://t.me/egorikvtgМое Сообщество ВКонтакте - https://vk.com/egorikshkredoriginalПочта для сотрудничества - egorshkred.pr@gmail.comДисклеймер: Интернет без минут и бесплатные мессенджеры доступны на тарифе-конструкторе. Вернем деньги — при подключении тарифа-конструктора, пакетов Максимум на первый месяц, Абонемент на Максимум и включенной опции Возврат денег в приложении Yota (6+). Начисление приостанавливается в связи с несвоевременной  оплатой и прекращается в случае смены тарифа. Указана стоимость готового тарифа Максимум на первый месяц. Подробнее на yota.ru (https://www.yota.ru/)*Никоглай — признан иноагентом на территории РФ",13855,2024-11-01,56d3SwP2JaY
МЫ ВЕРНУЛИСЬ | МАЛЫШИ-ВИРТУОЗЫ на групповом ПРОСЛУШИВАНИИ в музыкальную группу,37528,509385,"🔥 *Заказать фото-конструктор Mozabrick:* https://mozabrick.ru/?utm_source=akstar&utm_medium=1024 🔥 *Промокод: AKSTAR - скидка 20% на все наборы* 🔥 *Превращай любые фото в пиксельные картины из конструктора!*Смотри новые видео на 7 дней раньше в приложении VK Видео! Скачивай и подписывайся на моё сообщество: https://trk.mail.ru/c/oy96s5МАЛЫШИ ВЕРНУЛИСЬ!Прошло 3 месяца с последней части малышей! Тысячи комментариев и вопросов Где малыши?Но если возвращаться - так красиво! Групповые созвоны - это что-то)) РЕГИСТРИРУЙСЯ НА МАРАФОН ГИТАРИСТА НАЧАЛО - https://akstrm.ru/UPITxВ период с 11 по 17 ноября я проведу серию прямых эфиров. Мы готовим настоящее шоу, такое нельзя пропускать - это последнее мероприятие в этом году. Ниже прикрепляю расписание, будет много сюрпризов:• 11 ноября 19:00 по Мск - Знакомство с гитарой и первая мелодия• 12 ноября 19:00 по Мск - Делаем мелодию красивой, новый уровень• 13 ноября 19:00 по Мск - Аккомпанемент на басовых струнах• 14 ноября 19:00 по Мск - Фингерстайл приемы• 15 ноября - Сдача домашних заданий и обратная связь от кураторов академии (Без эфира)• 16 ноября 19:00 по Мск - Выступление Паши Akstar «Концертная программа 2024 года»• 17 ноября 14:00 по Мск - Прямой эфир в формате «Вопрос-ответ»Если есть вопросы, задавай https://t.me/AkStar_supportПокупай гитару у гитариста! Если у тебя нет гитары, ты можешь написать нам и мы подберем!Мой магазин музыкальных инструментов https://akstar-music.com/shop/ Если у вас возникли вопросы или нужна консультация, напишите нам - https://t.me/akstar_shopПоследние футболки моего бренда остались, забирай если есть твой размер - https://wear.akstar-music.ruВсех обнялВсё, всех обнялНу ладно, последний разКОНТАКТЫ По Рекламе (Илья):Телеграм: @reklamaguitarWhatsApp: +79939816169ВК: https://vk.com/ilyalexpr  Email: akstar.commerce@gmail.com------Соц. Сети:Мой Inst:   / https://www.instagram.com/akstar.musicInst барабанщика Ильи:   / https://instagram.com/ilioniliya  Мой Telegram: https://t.me/akstar1music Паблик VK: https://vk.com/akstar.music ДЗЕН: https://dzen.ru/akstarРеклама. Рекламодатель ООО ГЕВИС ИНН: 7722386483. Erid: LjN8Jwecp",2303,2024-11-01,bCCKtfV-fAI
A Monster is Chasing Me! 😭,76027,1958181,,460,2024-11-01,IXnXov7splM
МЫ ТАКИЕ СЧАСТЛИВЫЕ  У НАС НОВАЯ ПОКУПКА В КВАРТИРУ Шиндр Мындр @ShindrMindr_Official,5980,121532,✅ Реклама и Сотрудничество : super_family33@mail.ruНаш телеграм канал 📍https://t.me/ShindrMindr1Наш Дзен Канал 📍 https://dzen.ru/id/621ffc9b59f7285114270dfe🍅🥬🌶Наш Кулинарный канал: КУЛИНАРИЯ ЛЮБОВЬ КИМ https://youtube.com/@lyubovkim_official?si=PWW2ydKaPL3eZY6v#шиндрмындр #кулинариялюбовьким #любовьким #краснодар,290,2024-11-01,jqCyJRY1y2o
😧 Хитрая бабуля спрятала стиральную машину соседей и шокировала курьера! | Новостничок,114098,2733867,"Новостничок - развлекательно-новостной канал, на котором ежедневно собираются самые интересные события и новости в формате коротких видео!#новости #главныеновости #новостничок #shorts",1626,2024-11-01,LeH-Vx4domw
КУПИЛ САМЫЕ СТРАННЫЕ ТОВАРЫ из ИНТЕРНЕТА! **вас это удивит**,47438,636423,"До 14 ноября проходит главная распродажа 11.11 на Ozon. Исключительные скидки до 95% и суперогромный выбор желанного — от косметики до электроники. Главное — вовремя купить: https://ozon.ru/t/xAza15mПравила акции: https://ozon.ru/t/lYWJV9kНаш мерч: https://prostomerch.shop/catalog/collections/dyushes► НАЧНИ ИГРАТЬ СО МНОЙ ПРЯМО СЕЙЧАС ПО ССЫЛКЕ ► https://hassle.online/ref/dush► ВВОДИ В ИГРЕ ПРОМОКОД (/pcode) на 17 СЕРВЕРЕ: ДЮШЕС  ПРОМОКОД ДАСТ ДЕНЕГ НА ПЕРВУЮ МАШИНУ И ВИП СТАТУС !• НАШ ТЕЛЕГРАМ КАНАЛ - https://t.me/duchess_official• НАШ ВТОРОЙ КАНАЛ - @DuchessOffTeam • НАШ ИГРОВОЙ КАНАЛ - @DuchessOffGames • НАША ГРУППА В ВК - https://vk.com/duchessofficial• КАНАЛ МАКСУТЫ - ​⁠@Max_uta • КАНАЛ СТЕПЫ - ​⁠@NeGray • ЕВГЕН - https://www.twitch.tv/sko_otПо вопросам РЕКЛАМЫ И СОТРУДНИЧЕСТВА - duches@avtormedia.ruКУПИЛ САМЫЕ СТРАННЫЕ ТОВАРЫ из ИНТЕРНЕТА! **вас это удивит**Всем привет!) В этом видеоролике мы с ребятами облазили весь интернет, чтобы найти САМЫЕ СТРАННЫЕ ТОВАРЫ, которые точно ВАС УДИВЯТ! Подводный велосипед, карманная сауна, ацтекский свисток и это далеко не все, что мы вам покажем. Главная наша особенность в том, что мы не просто делаем распаковку, а мы полноценно проводим тест товара. Приятного просмотра!)",3336,2024-11-01,iT9QQFqMbjc
Как НЕ пробить тяжелый танк AMX 50B? #wot #миртанков,15968,303685,"⚠️ Скачать Модпак Джова ► https://boosty.to/jove📝Все новости в TG ► https://teleg.run/The_Joves💻 ПК Джова и периферия ► https://bit.ly/3Di4A5Q✅ Группа ВК ► http://vk.com/thejoves✅ Telegram ► https://teleg.run/The_Joves✅ Сотрудничество и реклама - jove@astroboyz.ru / +7 (919) 904-71-11 Pavel (Telegram)✅ Посылки ► Писать в предложку Вконтакте или модераторам там же.Меня зовут Джов, он же Константин. На своем канале я играю  в игры, в том числе в прямом эфире. Делаю обзоры автомобилей. Иногда путешествую с друзьями. Люблю рассказывать про разные гаджеты и своё оборудование. Буду рад вашим лайкам и подписке ;)#jove #джов #worldoftanks #wot #леста #lesta #миртанков #mirtankov #танки #tanks",473,2024-11-01,67KvgptGTBo
Мама Читера Угрожает ПОСАДИТЬ МЕНЯ В ТЮРЬМУ если не Разбаню Сына в Майнкрафт,83256,1066764,"👉 В этом ролике я (Domer Grief) получил сообщение от мамы школьника, которая утверждала что админ сервера вызвал его на проверку читов, украл деньги и забанил его на сервере Рили Ворлд (рилик) в майнкрафт! Я решил разобраться в этой ситуации во время переписки с мамой, но мама читера оказалась яжематерью, которая стала угрожать посадить меня в тюрьму не minecraft, а в реальной жизни. Поэтому я решил что для разговора больше подойдет телефонный звонок маме читера. Приятного!👕 Мой мерч - https://domermarket.com/🌸Мой канал в Telegram: https://t.me/DomerGrief⚡IP МОЕГО СЕРВЕРА ( Cнимал тут ): MC.REALLYWORLD.RU ⚡Для тех кто из Украины, у которых не заходит - mc.reallyworld.me⚡Купить донат: http://reallyworld.ru ⚡️ReallyWorld группа: https://vk.com/reallyworlds⚡️ReallyWorld Телега: https://t.me/rwinfo💛Я в VK: https://vk.com/skamyshnikov 💛Мой Instagram: https://www.instagram.com/_domer_/ 💛Мой Тик-Ток: https://www.tiktok.com/@mrdomer👍Моя группа в вконтакте : https://vk.com/Domer_Channel 👍Мой сервер в дискорде: https://discordapp.com/invite/domergrief👍По поводу рекламы: domer.sponsor@gmail.com★Наберем 100.000 ♥?#домер #читер #майнкрафт #мама #minecraft #риливорлд #рилик",7722,2024-11-01,rOx5OFZCwew
КУПЛИНОВ. ПАРОДИЯ. #иванабрамов #куплинов #пародия #летсплей,10903,114938,,380,2024-11-01,QVQE4mNdq3w
ЛЕБЕДЕВ ПРОЖАРИВАЕТ СТОГНИЕНКО #большаяпрожарка #лебедев #прожарка #labelcom #mediumquality,7108,199000,,20,2024-11-01,gK_Oxze8-rY
РАЗБИЛ САМЫЙ ДОРОГОЙ ПОДАРОК ЛЮБИМОЙ ДЕВУШКЕ… Купил еще дороже.,24419,515383,"С психотерапией становится легче.  Скидка 20% по промокоду NIKITOS на первую сессию в Ясно: https://go.yasno.live/nikitos?erid=2SDnjdmWYNXНа Еаптека нашел все, чтобы справиться с последствиями стресса на коже: https://clck.ru/3EF2x8Подобрать антифриз FELIX для вашего авто можно на сайте — https://bit.ly/3Uqv0eF Подробности акции — https://bit.ly/3UvzJvI А по промокоду NIKITOS скидка 10% на FELIX на Озон — https://ozon.onelink.me/SNMZ/9frsi2l8AERF Detailing - подпишись, чтобы не потерять: https://clck.ru/3BPNjLhttps://yandex.ru/navi/org/aerf_detail/116515414767?si=gy4bq2ap2xw6umnkx59tb64fp8Это был незапланированный ролик, но получился он мега интересным и позитивным! РАЗБИЛ САМЫЙ ДОРОГОЙ ПОДАРОК ЛЮБИМОЙ ДЕВУШКЕ… Купил еще дороже. Надеюсь, это видео покажет вам, что никогда нельзя отчаиваться, и что даже самые плохие события могут привести к хорошему исходу!Подпишись на мой ТЕЛЕГРАМ: https://t.me/NIKITOSTEAMМоя группа ВК: https://vk.com/nikitos_1000Заказать РЕКЛАМУ - niki.coop@mail.ruРеклама. ООО Ясно. Лайв, ОГРН 1217700387442, ИНН 9703044223 erid: 2SDnjdmWYNX",1351,2024-11-01,ATkXEajCe6o
Любимчик Путина. Самый загадочный миллиардер России,23216,628848,"Самый богатый человек в правительстве, важнейший союзник Путина и ключевая фигура в войне против Украины. Человек, отвечающий за российское военное производство, но так и не попавший под европейские санкции. Его имя редко всплывает в новостях, но именно он является одним из самых влиятельных людей в путинской системе. Все это — про Дениса Мантурова. Александр Макашенец рассказывает, что помогло Мантурову стать третьим человеком в стране, как он помогает государству обходить санкции и что за это получает.Комментируют:— Сергей Ежов, расследователь— Александр Савельев, журналист🔹 Поддержите нашу работу: Станьте спонсором канала: https://www.youtube.com/channel/UCgxTPTFbIbCWfTR9I2-5SeQ/join Поддержать нас криптовалютой: https://donate.fbk.info/#crypto Как пользоваться криптовалютой. Инструкция: https://storage.googleapis.com/teamnavalny/btc-instruction.pdf Все способы, как поддержать нашу работу: https://donate.fbk.info 🔹 Важные ссылки: Список разжигателей войны: https://acf.international/ru#sanctions Штабы. Защищенная платформа для активистов в России: https://shtab.navalny.com Поддержать Штабы Навального: https://www.patreon.com/shtab_navalny «Цены сегодня». Как менялась стоимость товаров после начала войны: https://pricing.day 🔹 Подписывайтесь на «Навальный LIVE» в соцсетях: Телеграм: https://t.me/navalnylivechannel Инстаграм: https://www.instagram.com/navalny.live Твиттер: https://twitter.com/navalnylive Фейсбук: https://www.facebook.com/navalnylive",2154,2024-11-01,WfQPfGlnwA0
Lp. Сердце Вселенной #38 СУПЕРСИЛА [Объединение] • Майнкрафт,102721,969979,"В этой серии мы поймём, что Объединением можно пользоваться! Да будет СУПЕРСИЛА!👽 Мой Мерч: https://mirohodec.ru/ (Доставка в любую точку России и не только)Плейлист сезона: https://www.youtube.com/playlist?list=PLpYwltiByWUtaKekim4ZcgbSvZ-74BbysПриветствую! Добро пожаловать в Дарк фэнтези! Перед вами первая сборка на версии 1.20.1 специально для нового сезона Сердце Вселенной. Сегодня, впервые за все сюжетные сезоны, мы окунёмся в атмосферу мрака, страха и... НЕИЗВЕСТНОСТИ! Меч в руки и вперёд! Если перестанешь двигаться, навсегда погрязнешь в пустоте, из которой, как поговаривают, невозможно выбраться! Мироходец по имени Лололошка готов, но готовы ли вы? Или, может, вы хотите вечно жить в неведении и навсегда остаться измерение сновидений? Дамы и Господа, сегодня нас ждут новые приключения, история, глубины вселенной и ОГРОМНЫЙ КУСОК ЛОРА. Большая просьба, не забудь ПОДПИСАТЬСЯ и ПОСТАВИТЬ ЛАЙК, это огромная мотивация для всей команды. Мы правда стараемся... Надеемся это заметно! Эксклюзивные интересные моды, проработанный лор и все детали, которые требуют большой отдачи и любви, просят вас не забывать, что ваша мотивация — Лучшее Топливо!• Магазинчик Лололошки: https://lololoshkashop.net/goods/minecraft-sajtСнимаем тут: http://streamcraft.net/launcherМой ВК: https://vk.com/mrlololoshkaТвой арт на превьюшку скидывать сюда: https://vk.com/album-39408465_287365287?rev=1Инстаграм: https://www.instagram.com/lololoshkause/",4384,2024-11-01,4UvO3SPFiVU
Армия рф начала окружать Курахово: 8 км до большого котла! | Алексей Арестович | Канал Центр,2215,251565,"➤ 00:00 Обвал фронта: со временем будет еще хуже.➤ 01:55 Обстановка на фронте: Селидово, Покровское направление, Курахово.➤ 06:25 Курское направление: сложная обстановка для украинских военных. Часов Яр, Купянск. Четыре потенциальных больших котла и много маленьких: сценарии окружения украинской армии каждый раз повторяются.➤ 08:45 Оборона Купянска.Ссылка на полное видео 👉 https://www.youtube.com/watch?v=gwuPRlKUFd0Ссылка на полное видео 👉 https://www.youtube.com/watch?v=eVtATxUWRe4⚡️Подписывайтесь на  AlphaLive: @AlphaLive-q9n               🔔 ALPHA MEDIA:   @ALPHAMEDIACHANNEL               ⚡️Подписывайтесь на  ALPHA MEDIA telegram: https://t.me/alphamediauaПодпишись:🔹 Алексей Арестович 👉   @arestovych                         🔹 Алексей Арестович 👉 https://t.me/O_Arestovich_official🔹 Николай Фельдман 👉 https://www.facebook.com/nick.feldman.3🔹 Николай Фельдман 👉 https://t.me/feldman_nick💥 Ви можете підтримати канал, ставши його спонсором:https://www.youtube.com/channel/UCQeGq915GhiFlOE-fuoXGKQ/joinСайт: https://centr.tvТелеграм: https://t.me/centrTV💥 Реквизиты для поддержки проекта:Patreon ➜ http://patreon.com/ALPHAMEDIA559☕️buymeacoffee ➜ https://www.buymeacoffee.com/alphamediaUABitcoin ➜ bc1qrtm8kcq7gph3fha6t5fkk99gkrn4nknx9g09wzETH (сеть ETH) ➜ 0x28E66803Df33a46405cC9EA89B58Fa41b9724a56👕 НАШ МЕРЧ. Магазин Alpha-Media-Shop:Сайт - https://alpha-media.shop/ / Телеграм - https://t.me/alpha_media_ua (только по вопросам работы магазина)⚡️ Онлайн-трансляция 24/7: https://www.youtube.com/watch?v=hk1VzSi6baI⚡️ Подпишитесь на канал и нажмите на колокольчик, чтобы получать оповещения о новых трансляциях!",906,2024-11-01,nSIfIYNrpYQ
🤍ПОЮ для ВАС ВЖИВУЮ🖤,8701,1334890,"Ссылка на Донат! Вы увидите своё сообщение на экране -https://www.donationalerts.com/r/kvashenaya Стать СПОНСОРОМ - https://boosty.to/kvashenaya⭐Сашин Квашин ТЕЛЕГРАМ  -  http://teleg.run/KVASHENAYAKTO______________________________________ АППАРАТУРА:Микрофон: СОЮЗ 017Звуковая карта: Steinberg UR 44CНаушники: JH Audio JimiКамера: Sony A7 IV + Sony A7С_______________________________________Привет, дорогой зритель! Меня зовут Александра, но ты можешь называть меня Квашеная :3Я провожу прямые трансляции на этом канале каждую Субботу и Среду. На Стримах занимаюсь тем, что хорошо умею - пою и болтаю!Хочу сказать огромное СПАСИБО всем донатерам и моим постоянным (и ветренным) зрителям! Надеюсь, ты один из них))  Вы лучшие и навсегда в моем сердце ♥#квашеная",262,2024-11-01,KvBVw42M3f4
"Слава КПСС — конфликты с Хаски и Букером, рехаб, съёмки в кино",9704,244094,"Яндекс Браузер со Сплитом: https://clck.ru/3E6icHВписка со Славой КПСС: https://www.youtube.com/watch?v=FBwS19joFxkСлава КПСС — легенда батл-рэпа и герой недавнего выпуска Вписки. Публикуем эксклюзивный материал, не вошедший в основной выпуск. Из-за чего Слава поругался с Букером? Что ему не нравится в GSPD и Хаски? Откуда у Славы КПСС в этом году столько фитов с популярными музыкантами, вроде Slava Marlow и OG Buda? Каким получился дебют Славы в кино? А ещё: вспоминаем его жуткое хабаровское детство, слушаем новые истории из рехаба и ностальгируем по батлам. Слава КПСС — «Россия 34»: https://music.thefence.me/rossiya34По вопросам сотрудничества и рекламы: mail@vpiska.tvВписка в ТГ — https://t.me/vpiskashow   00:00 Погнали!00:48 Вася и Слава – о том, как не хватает Коли01:23 Вписка или Broken Dance – что удалил бы Вася?02:03 Каким Слава запомнил 2017 год и победу над Окси*03:18 «Ты что, о***ел?» Слава и Букер разбирают свой конфликт05:21 «Давид предал меня!» – Слава о конфликте с GSPD07:13 Вася делится тем, чего не было в его детстве 08:02 О выступлениях на одной сцене с Хаски09:54 Был ли конфликт с Хаски? 11:21 Слава вспоминает сходки SLOVOSPB у памятника Есенину12:03 Почему Слава КПСС не дружил с Букером?12:49 Слава и Федя вспоминают забытых легенд батл-рэпа13:58 Кринжует ли Слава от своих батлов15:25 Почему молодые рэперы не респектуют Оксимирону*16:23 А респектуют ли они Славе КПСС и другим героям батлов?18:50 Что мешает батл-рэперам стать успешными в музыке21:05 Кто из батл-рэперов может стать звездой? Прогноз Славика22:21 Истории фитов со Slava Marlow, OG Buda и Антохой MC24:01 Слава Марлоу – тоже «Антихайп»26:35 Почему Слава стыдился старых треков?27:13 Эмоции от альбома «Россия34»29:27 Пытается ли Слава попасть в чарты31:04 Бабушка Славы была суровой?30:21 Слушаем историю про смешную выходку бабушки33:09 «Это было 30 декабря» – как похороны бабушки сказались на Славе33:58 Почему в его творчестве так много ностальгии по ушедшим35:36 Лютые истории из Хабаровска 90-х37:11 Почему Слава стыдился друзей в детстве38:46 Что Слава КПСС привнёс в поп-культуру39:23 Слушаем историю про Сашу Скула и боремся с паранормальным явлением40:40 Первые деньги за концерт Славе заплатил рэпер ЭПП – как?42:12 Слава КПСС – проводник в андеграунд?43:06 Как Слава однажды подвел Замая из-за «дерьма»44:33 Дикая история про друга, который чередовал зависимости46:15 Едим клубничку и оцениваем её по методу Папича46:44 Как Слава снялся в кино47:41 Слава хочет сделать свой сериал – что?!48:34 Как выглядит его обычный день с женой49:43 Почему Слава комплексовал из-за внешности?51:04 Боится ли он стареть физически и творчески51:57 «Я всю жизнь следую за мечтой быть космонавтом»52:30 Сцена после титров: делаем важный выбор Реклама. ООО «ЯНДЕКС» ИНН 7736207543 erid: 2Vtzqwr2ShqРеклама. ООО «Авиасейлс Медиа» ИНН 9710069050 erid: 2VtzqwdiLp3*признан иноагентом в РФ",487,2024-11-01,OX4diyvRMEU
ТЫ В ДЕТСТВЕ ИДЕШЬ С МАМОЙ В МАГАЗИН😂#shorts,132573,1693578,,1668,2024-11-01,afSCaKxQv7s
КВИНКА НА УПАКОВКЕ!😱👑💖🍍Уже видели продукцию от @SweetBoxClub со мной?#роблокс #игры #смешное,46061,954811,,2403,2024-11-01,2gsx_ZpsfdA
Сколько стоят ПРОДУКТЫ В России. ЗАКУПКА и РАСПАКОВКА. Галина Кухня.,6313,124912,Rutube:https://clck.ru/3CybJT================Мой Телеграм:https://clck.ru/dumZx=================Группа ВКонтакте:            https://clck.ru/PW8HV====================================Я зарабатываю в медиасети MediaCube:              http://mediacu.be/WA35QhZ====================================Канал Galina Kuhnya Life:  https://clck.ru/UTew8Наш канал Вот такая цыганская семья:https://goo.gl/4KgYoGЯндекс Дзен:                 https://clck.ru/RLVBvСтраничка ВКонтакте:      https://clck.ru/PW8Lz====================================Сотрудничество и Реклама:Пишите на почту:   galina.kuhnya.life@gmail.com============================================#галина_кухня #цыганка_готовит #рецепты #закупкапродуктов #распаковка #сколькостоит #ценывмоскве #продукты,842,2024-11-01,8xOs82z50UI
СОБАКА И ТРИ ТАБАЛАПКИ😱#shorts,40010,1613996,,541,2024-11-01,To0IngWiEbw
Оживляем тачки за деньги. БОМЖАРЫ - 3 день,95954,1710513,"За авто иди на Дром и вбивай в фильтрах: г. Калуга, пробег 100.000км, цена 150 000р.🚗 https://drom.ru/s/e4u 🚗Узнай, какую машину, мы планируем купитьУзнать больше про «LAVR дарит автомобиль» здесь: https://wow.lavr.ru/syndicateКупить продукцию по промокоду* SYNDICAT здесь: https://ozon.onelink.me/SNMZ/3xov2uzfLAVR разыгрывает OMODA C5 и кучу сертификатов на OZON на сумму более 3,7 миллиона рублей, регистрируй чеки и участвуй! Смотрите «Лихие» в онлайн-кинотеатре Okko: https://okko.tv/s/jj3 Подписка на 60 дней за 1₽ по промокоду «1990»*Срок действия промокода SYNDICAT с 20 октября по 30 ноября 2024 года включительно.Реклама. ООО «Амаяма Авто». erid: LjN8KLB6oРеклама. ООО ТД ЛАВР, ИНН 7449074642, erid: LjN8KD9fMРеклама. ООО ОККО, ИНН: 7814665871, erid: LjN8K7h1YПо вопросам рекламы, сотрудничества: DubrovskiySyndicate@mail.ru---ВКонтакте: https://vk.com/dbrsndkТелеграм: https://t.me/dubrovskiy_444---Основной канал: http://youtube.com/c/ЖекичДубровскийАвтосалон: http://youtube.com/c/АвтосалонСиндикатаМастерская: http://youtube.com/c/МастерскаяСиндикатаДжентльмены: http://youtube.com/c/ДжентльменыСиндикатаДевчонки: http://youtube.com/c/ДевчонкиСиндикатаВертикальный: http://youtube.com/c/ВертикальныйСиндикатФорсаж: https://www.youtube.com/@forsazh",2786,2024-11-01,I1ePvaVlPmg
"МЖ. Может, папа - ты? 16.02.2023",2336,381693,"В декабре прошлого года в студии программы «Мужское / Женское» 36-летняя Мария Дубинина из Ставропольская края рассказала, что ее лишили родительских прав на восьмерых детей. Правда ли, что она опять в положении, и будет ли найден отец ребенка.#proжизнь #мужскоеженское #беременна",0,2024-11-01,78dSBMjxUsk
Как рисовать лицо быстро и просто #art #искусство #рисование #как_рисовать #лицо #творчество,80933,891825,,155,2024-11-01,5x8fGOKevWI
ИНОСТРАНЕЦ ТОЧНО НЕ ОЖИДАЛ РУССКУЮ ПЕСНЮ 🤭❤️ #реакцияиностранцев #чатрулетка #народнаяпесня,23129,370455,,274,2024-11-01,K1c6yR43pCc
Несостоявшийся брак Великой княжны Ольги с румынским принцем,14834,320494,"Старшая дочь Николая II Ольга, после отмены помолвки с Дмитрием Павловичем, заявила отцу, собиравшемуся отдать её замуж за наследного принца Румынии, что она русская и хочет оставаться таковой, поэтому никогда не покинет Родину.В июне 1914 года состоялся визит императора Николая II в Констанцу, самый большой порт Румынии. Императора сопровождала его супруга, императрица Александра Фёдоровна и пятеро их детей: цесаревич Алексей и великие княжны Ольга, Татьяна, Мария и Анастасия.Во время этого визита император обсуждал с королевской семьей не только вопросы о политическом союзе между Россией и Румынией, но и о возможном династическом союзе между наследником престола принцем Каролем, и великой княжной Ольгой. Принц был её троюродным братом и ранее они неоднократно виделись в Санкт-Петербурге. Однако император Николай 2 выслушав дочь, отменил этот союз.Кто знает, как бы повернулась история, если бы княжна Ольга вышла замуж за принца Кароля?Подписывайтесь на канал! Так же подписывайтесь и на другие соц. сети!ВК - https://vk.com/public213600110Яндекс. Дзен - https://zen.yandex.ru/id/5d6fcf397cccba00adae736cТелеграм - https://t.me/prohistoryrussia",455,2024-11-01,uWBkcuEC60Q
